2026-03-31 11:45:09,383 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:45:20,044 [INFO] app.main: Shutting down Application...
2026-03-31 11:45:22,791 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:46:35,697 [INFO] app.main: Shutting down Application...
2026-03-31 11:46:37,720 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:46:49,341 [INFO] app.main: Shutting down Application...
2026-03-31 11:46:51,063 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:46:58,446 [INFO] app.main: Shutting down Application...
2026-03-31 11:47:00,367 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:47:09,972 [INFO] app.main: Shutting down Application...
2026-03-31 11:47:11,449 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:47:47,981 [INFO] app.main: Shutting down Application...
2026-03-31 11:47:50,417 [INFO] app.main: PySwisseph ephe path: /Users/dmitrij/Documents/avatar_new/backend/app/ephe (3 .se1 files: ['seas_18.se1', 'sepl_18.se1', 'semo_18.se1'])
2026-03-31 11:47:57,920 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=energy%2Cstreak%2Cxp%2Cxp_current%2Cxp_next%2Cevolution_level&id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 400 Bad Request"
2026-03-31 11:47:57,921 [ERROR] app.api.extras: Game state error: {'message': 'column users.xp_current does not exist', 'code': '42703', 'hint': None, 'details': None}
2026-03-31 11:48:00,781 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:01,235 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?select=%2A&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:01,707 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_portraits?select=user_id&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:02,298 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=id%2Ctg_id&id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:02,735 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?select=birth_place&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:03,152 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?select=birth_place&user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:03,465 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_insights?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:03,751 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_portraits?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:04,026 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:04,720 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_memory?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:05,313 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/uis_errors?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:05,715 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_insights?user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:06,047 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_portraits?user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:06,320 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:06,611 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_memory?user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:06,898 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/uis_errors?user_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:07,173 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/geocode_cache?city_name=eq.%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0 "HTTP/2 200 OK"
2026-03-31 11:48:07,459 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:08,037 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:08,295 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:09,193 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:09,622 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:18,227 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/geocode_cache?select=%2A&city_name=eq.%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0 "HTTP/2 200 OK"
2026-03-31 11:48:18,590 [INFO] httpx: HTTP Request: GET https://nominatim.openstreetmap.org/search?q=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&format=json&limit=1 "HTTP/1.1 200 OK"
2026-03-31 11:48:19,271 [INFO] httpx: HTTP Request: POST https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/geocode_cache "HTTP/2 201 Created"
2026-03-31 11:48:20,903 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:20,904 [INFO] app.api.auth: Starting onboarding pipeline for user: 85100346-f933-4b1b-9fb1-573b59f0d1bc
2026-03-31 11:48:21,818 [INFO] httpx: HTTP Request: DELETE https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:22,082 [INFO] httpx: HTTP Request: POST https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data "HTTP/2 201 Created"
2026-03-31 11:48:22,083 [INFO] app.api.auth: [TIMING] onboarding.birth_data_save=1.17s user=85100346-f933-4b1b-9fb1-573b59f0d1bc
2026-03-31 11:48:22,589 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/geocode_cache?select=lat%2Clon%2Ctimezone&city_name=eq.%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0 "HTTP/2 200 OK"
2026-03-31 11:48:23,472 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:23,740 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:24,257 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_insights?select=%2A&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc&order=system.asc%2Cprimary_sphere.asc%2Crank.asc "HTTP/2 200 OK"
2026-03-31 11:48:24,510 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_portraits?select=%2A&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:24,998 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:25,460 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_birth_data?select=%2A&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:25,710 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/user_portraits?select=user_id&user_id=eq.85100346-f933-4b1b-9fb1-573b59f0d1bc "HTTP/2 200 OK"
2026-03-31 11:48:26,210 [INFO] httpx: HTTP Request: GET https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?select=%2A&tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:26,490 [INFO] httpx: HTTP Request: PATCH https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/users?tg_id=eq.999999999 "HTTP/2 200 OK"
2026-03-31 11:48:26,496 [INFO] app.api.auth: [TIMING] onboarding.layer1_chart=4.41s user=85100346-f933-4b1b-9fb1-573b59f0d1bc
2026-03-31 11:48:27,891 [INFO] httpx: HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-31 11:48:28,613 [INFO] httpx: HTTP Request: POST https://gltglzxcjitbdwhqgyre.supabase.co/rest/v1/rpc/match_book_chunks "HTTP/2 200 OK"
2026-03-31 11:48:28,614 [INFO] httpx: HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2026-03-31 11:48:28,615 [INFO] httpx: HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
